"","is.highlightTrue","X.2","grp1","grp2","artist.display.bio_1","artist.nationalityAmerican_1","artist.nationalityFrench_1","artist.nationality_1","artist.roleArtist_1","artist.role_1","city_1","classificationDrawings_1","classificationPaintings_1","classificationPhotographs_1","classificationPrints_1","classification_1","countryEgypt_1","country_1","culture_1","departmentAsianArt_1","departmentCostumeInstitute_1","departmentDrawingsandPrints_1","departmentEgyptianArt_1","departmentEuropeanSculptureandDecorativeArts_1","departmentGreekandRomanArt_1","departmentPhotographs_1","dimensions_1","geography.typeFrom_1","geography.typeMadein_1","geography.type_1","grp3","mediumOiloncanvas_1","object.begin.date","object.end.date","object.namePainting_1","object.namePhotograph_1","object.namePrint_1","region_1","object.id"
"2786",0,0.457874400761591,1.42923434835053,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.447876416644651,0.483402038805857,0,1,0,1,680041
"2787",1,-1.03825232888869,-0.259797499861491,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.98459611424392,-2.01869874549886,0,0,0,0,313256
"2788",0,0.211935760271133,-0.508121230414978,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.465762244077655,0.521132129997754,0,0,0,1,264363
"2789",0,1.13420566211035,1.64750961451721,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.583808705135483,0.640279786393216,0,0,0,1,738019
"2790",0,0.944162167185906,-1.57437329767321,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.163491760459884,0.562833809736166,0,0,0,1,31136
"2791",0,0.383347540006907,0.878049040518315,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.567711460445779,0.618436049387381,1,0,0,1,488826
"2792",1,-0.614380808346428,0.725545921985218,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.508688229916865,0.570776986829196,1,0,0,1,459174
"2793",0,0.966520225412311,-1.55035620503527,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.081544075372273,-0.104393066078425,0,0,0,1,34292
"2794",0,1.06899465895,0.990934021389136,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.864943316937856,-0.974170957765303,0,0,0,1,548358
"2795",0,1.54503498202055,-1.43925198860891,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.35859215408877,-1.3733156066901,0,0,0,1,50404
"2796",0,0.882677507063292,0.899882761098268,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.562345712215878,0.610492872294351,0,0,0,1,492795
"2797",0,1.10718967508678,-0.769003221528991,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.340561452046626,0.46354409607328,0,0,0,1,219173
"2798",1,-1.25903815387445,-0.589711211787866,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.25288352573898,-2.56479217064473,0,0,0,1,250951
"2799",0,0.851935177001984,0.349750427024516,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.497956733457063,0.539004278457073,0,0,0,1,401843
"2800",0,0.551032976704947,0.706019452728962,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.340561452046626,0.662123523399051,0,0,0,1,453485
"2801",0,0.456011229242724,-0.231645936730743,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.340561452046626,0.761413237061937,0,0,0,1,316994
"2802",1,-1.26369608267161,-0.602656595053711,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.4927358598363,-1.77047446134164,0,0,0,1,249228
"2803",0,1.31959122823763,1.68247453726156,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.560557129472577,0.620421843660639,0,0,1,1,747046
"2804",1,-0.650712652964337,0.724183250062497,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.492918106331369,-0.545239394741637,0,0,0,1,458998
"2805",0,0.0302765371815905,-0.173352999763911,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.58931932797453,-1.8101903468068,0,0,0,0,326646
"2806",0,0.414089870068214,0.623546831587948,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.376333106912634,0.423828210608126,1,0,0,1,439350
"2807",0,0.810013817827474,1.40866264778992,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0436567166587564,0.0981579497938612,0,0,0,1,671056
"2808",1,-1.59720378454883,-1.66856799433127,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.505111064430264,0.552904838369877,0,0,0,1,14932
"2809",0,1.50404520860547,-0.312500384963527,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.57307720867568,0.67205249476534,0,1,0,1,299343
"2810",0,0.0908296115447714,-0.535591457584366,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.569500043189079,0.622407637933897,0,1,0,1,260673
"2811",1,-1.30002792728952,-0.682403872349284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.187070457226998,-0.181839042735476,0,0,0,1,236643
"2812",0,1.55900876841205,0.417651749537349,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.576654374162281,0.626379226480412,0,0,0,1,410747
"2813",1,-1.41368138994042,-1.24423505457776,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.553402798499376,0.620421843660639,0,0,0,1,81480
"2814",0,1.33449660038856,-1.19273224986221,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.633889021947895,0.691910437497917,0,0,0,1,94712
"2815",0,0.820261261181243,-0.911007572293855,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.151298802360989,-0.0825493290725906,0,0,0,1,198304
"2816",0,1.68011491713841,-0.970539301917706,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.31373271089712,0.362268588137137,0,0,0,1,190038
"2817",1,-1.16681116369053,-0.493565416695009,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.637466187434495,0.695882026044432,0,1,0,1,266262
"2818",1,-1.42951834785079,-1.24672812480001,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.294058300720815,0.348368028224333,0,0,0,1,81134
